ID,Is_Churn
a86bbd79,1
399a8a8b,1
6eed985d,1
da1f1a5a,1
9a99b791,1
5f352bfc,1
b58359ee,1
d7acac75,1
4c2d7683,1
f7b7203b,1
13f6a5aa,1
36ef9f25,1
dc3aa431,1
99cd9ecd,1
41eb9416,1
c9a7f79d,1
1a200ccb,1
8a13b1e3,1
a860509e,1
77201a8b,1
cfa5064a,1
00425d7c,1
8f1b4d90,1
8c6f7212,1
1ab5847b,1
b5c7b886,1
979a34f5,1
07c09e4a,1
a5d27ef9,1
a0cbf5aa,1
7e540bf7,1
30d9caaa,1
f112523a,1
fd4863f9,1
1dd25f1e,1
ed286473,1
b2eaa56f,1
394fe42d,1
efb0bf8c,1
89daefe9,1
18bca543,1
6ff78f0f,1
fda001c3,1
678d2402,1
74621fa3,1
06d8c1dc,1
983bf019,1
03cb62aa,1
794d0916,1
53b567a7,1
f0b31acc,1
856bf9ea,1
e04fa5f5,1
3d98a593,1
d2157ee3,1
38de13e7,1
13bd6538,1
f86cfa0d,1
908c2a29,1
3e35d6f3,1
07279679,1
ff031fc0,1
32355db1,1
956c775c,1
bf16ab7e,1
b1b6decb,1
984f2294,1
f6b3bd31,1
3f2299b6,1
bf5f3a8c,1
4f0001a0,1
5fcdc4c6,1
6c3628a8,1
55069720,1
7d366b8a,1
395ff2d1,1
c8673bcc,1
a4781b92,1
8030168f,1
67522b87,1
fd27d20d,1
3cbeba17,1
bc708164,1
2692391a,1
8699ff93,1
afa16069,1
ccd814f3,1
bb4fe051,1
02c75bc4,1
a3601219,1
dd4bc514,1
8736d45f,1
fc769e68,1
4a104456,1
cf3b5060,1
04186d5f,1
540a84f1,1
36709660,1
d678b20e,1
5a0500c5,1
322e2439,1
740e6798,1
22abb327,1
b0263332,1
47ca10de,1
e25aad41,1
a9161175,1
314c6a82,1
bf6ae417,1
1b2213f5,1
c406b87f,1
a113b192,1
8755840f,1
2a9d4d81,1
e2efde5d,1
ab89b83b,1
f9191e99,1
0715af2e,1
f2cc8b2b,1
4cbd9368,1
5d11504c,1
b39a4cc3,1
5443d368,1
5a7dc136,1
92a28d2c,1
07a96e22,1
695f113c,1
f3b6f709,1
3de03783,1
627a6c92,1
0ac47e53,1
b20def6b,1
1128e3ee,1
beaa6c1b,1
2b14bf22,1
21dd65a0,1
0db7bdfc,1
d48c76b2,1
29bdba0b,1
53c578d3,1
43ad497e,1
cde8b1fa,1
81eec554,1
059e074d,1
da1922cf,1
980e04fe,1
5a534964,1
ddcd0f91,1
8a4cebe0,1
ef0bfb56,1
a163457d,1
28f944fb,1
bbc9778c,1
85179dbb,1
14e048d6,1
68195070,1
c130a49b,1
8d7b6ebe,1
d63c06ef,1
5f661ce4,1
99911292,1
0d98108b,1
12aaf8ee,1
da7479f3,1
f9213316,1
03b6b6c8,1
338b9f10,1
0f31daf7,1
232301fa,1
1d913e32,1
f1fce970,1
35be5ffa,1
6e86b90e,1
a0372749,1
dff8340c,1
4f7a67fa,1
0b0506d0,1
9e07e4db,1
9519a04b,1
11c1451d,1
8b999a19,1
0492913c,1
34c37698,1
2b0859d2,1
95734772,1
97d58245,1
2bbfd30c,1
fc5546bb,1
9ce54cbf,1
ce9b452d,1
5c5bbeca,1
b92ff528,1
e147dc0f,1
14634fea,1
f7550370,1
e6d16391,1
a056fb00,1
4692707d,1
9708e1a4,1
3c8884ad,1
70067125,1
3996afd4,1
b8654f10,1
bf3f68d3,1
d3c8bea3,1
1da2c5c9,1
7fe81e90,1
8331fd8b,1
fbb4113d,1
1c45330d,1
ef26e3da,1
920f7fa4,1
71f63015,1
02c80e84,1
b6104cc2,1
5404aad5,1
20d0b5b7,1
0a89e11e,1
292128c5,1
dc28f080,1
4acf899b,1
2a2d8ea0,1
3b4e4359,1
f7bf815b,1
49954913,1
5b976a28,1
d6ddd85f,1
ec2243e4,1
ba16f35e,1
1aa75c24,1
500aa6d1,1
aff01f11,1
b013f36b,1
e1ccf243,1
33a3f928,1
3d89daee,1
9f71dd86,1
008df99c,1
df6cb0c3,1
f0efe33d,1
7f298695,1
9db43d6b,1
07dbfcad,1
2b2e7a2f,1
d6d36788,1
928edfc2,1
3d67a318,1
0fd0a1d4,1
df5c19bf,1
fca5473e,1
8799bcb2,1
3bae00a0,1
7e568782,1
69684453,1
fe765d23,1
cba70261,1
16104f39,1
9016024e,1
d54b0712,1
323cd956,1
35ed30cf,1
5d56d0c2,1
b1fccc34,1
82134b54,1
8b645821,1
20b0f856,1
4325c742,1
e032c3f9,1
f5911709,1
de5dc3db,1
b1651623,1
72814460,1
efa69718,1
5e55bd6c,1
fdcfcf40,1
f392f2a8,1
d59259fe,1
f84f31be,1
64042c81,1
75a48df0,1
f16dd91a,1
c4bd5108,1
65fae6ea,1
f46136ac,1
be8393e1,1
d3d19846,1
8e6f56f6,1
81b34bae,1
5560c8e5,1
8101b81a,1
895cfc55,1
c733dc30,1
08f8ab9a,1
80429430,1
ae601d9f,1
559fd593,1
16952bb9,1
6ce4c04f,1
f0d2866e,1
5a28f65a,1
9a019bd0,1
9b7e94b7,1
e7ee38e1,1
e3698154,1
8b351355,1
1549b131,1
858ff6ba,1
b21dd1e0,1
c3e395d3,1
9073c91e,1
7f6c1418,1
ba7e1f90,1
98660c72,1
58633001,1
888511c9,1
34c0b76f,1
74b6d58f,1
436b6695,1
a95baa7d,1
4d415a32,1
a1bf9ecf,1
cebcfba8,1
12abf9f1,1
9c82d094,1
5ee64e7e,1
4e407a74,1
e2b1d455,1
95a75f40,1
6620bfb1,1
0c3833a3,1
877a9ceb,1
5a17852f,1
eed2c1df,1
676a6eff,1
5ce83a53,1
e898f054,1
9639b866,1
ee7d49ed,1
9c99104e,1
e3b2a1ae,1
1b0a7c78,1
ef68d3dc,1
012a24be,1
192ec775,1
a3bf4212,1
0bca562d,1
8c3f6050,1
36c72c04,1
7d1768d9,1
e290c3b5,1
da9f768c,1
1fc1c810,1
cf251c34,1
409542ff,1
6a603b34,1
cba23496,1
056baf3e,1
d3cd3857,1
327bd7b3,1
dc901131,1
ef831273,1
832a17cd,1
26682de5,1
6a832b3f,1
f5171b0c,1
7ee37aca,1
3dd61cf7,1
b18ae20f,1
a18f8b56,1
4b256c97,1
b2b0d416,1
6b81d78b,1
679e8d02,1
f33782ec,1
a0aa4977,1
06346b4b,1
abab48ef,1
83eec30b,1
7e6f1703,1
cd96d4b5,1
f4ef429d,1
1ac72c36,1
875626f6,1
ae9a62e4,1
4cfcfaeb,1
feb98159,1
500e58fb,1
df561afd,1
364e21b4,1
fafca939,1
24a77f09,1
280e95b1,1
54165f5a,1
51bdb32d,1
36e11a09,1
578b147a,1
8730bab6,1
ef323d63,1
53cea69d,1
4fc81cee,1
eac9fc93,1
3196554f,1
03f8a685,1
55a75d3b,1
740724fa,1
515eff74,1
8d9d148d,1
88c55669,1
230f7b0c,1
edda2f9c,1
0580e6de,1
8e836ec3,1
543af342,1
f068b334,1
42c08a82,1
fc169035,1
9d38c2e2,1
5fa96e30,1
b43f755e,1
e56ffe76,1
33377dc9,1
b6745229,1
2e877edc,1
4864585a,1
62bc5447,1
fbb8b7f5,1
2c09d863,1
ab172eb5,1
1d2dddb7,1
8716f944,1
cb3e59a6,1
501ff833,1
3f4e94c6,1
6a55f460,1
787ba782,1
45a74c6d,1
c309a53a,1
bd5b8c68,1
58708bf4,1
2ad98c9d,1
4d48667a,1
70e676e7,1
a215b66a,1
dd657db9,1
5b747793,1
0a2bcc83,1
0cd92c04,1
3148142d,1
07d406c9,1
acbd9724,1
e03fc200,1
971d7568,1
40a7822a,1
7a571265,1
50f5cfaf,1
0902735e,1
be0f5624,1
f5320c1c,1
18cfaed3,1
9fc3175e,1
03c6e607,1
9fe672f8,1
95a74f70,1
e643a811,1
4f57be54,1
f7b22baa,1
3aac9e2d,1
2505aee0,1
1e983def,1
431a082e,1
99818132,1
852188c7,1
e9a81ae3,1
2669d52f,1
16ed835b,1
ec16f766,1
4f443978,1
4ee7301f,1
97c5b9a3,1
a3c261ab,1
a36d363e,1
63734e86,1
754d4e20,1
dc718b60,1
9d1882ed,1
b5d91600,1
1ff95856,1
cb945d93,1
8823027c,1
fbee08b7,1
0b442086,1
dcfaf52c,1
af768331,1
2e5ffc56,1
e4bdf80c,1
2bccf5a5,1
43541907,1
43f46311,1
4dfafbd1,1
c3900d26,1
3842149a,1
5d47b64d,1
7754cc59,1
44a1dd46,1
4dc8a79b,1
d2b96206,1
0eb167e5,1
dcf0ea03,1
5f697594,1
49ecd0b4,1
e0c7dab5,1
da3864a2,1
b83355f1,1
d62c4822,1
147ea697,1
6ba34e8b,1
2807509e,1
70d43296,1
d930fe31,1
4da1c130,1
88681fe5,1
54189efb,1
449dbb12,1
48c37329,1
b7a0e383,1
4b931b8e,1
a1eda54b,1
e7d65bc1,1
86f6a38e,1
01848030,1
2d40ae2a,1
57a72e33,1
9f3673ff,1
15f1e4e2,1
98f23759,1
5bad5123,1
ddd7f062,1
34ae38f6,1
c0b85665,1
d8f6a745,1
e4b3de6a,1
8fb728b3,1
5d252397,1
570e57bb,1
0fef14a3,1
ae23ddc5,1
80ea9384,1
bf930873,1
5255e028,1
f12b9eb5,1
92164ea0,1
75b6d202,1
4d1e90aa,1
e11ec622,1
c68129ba,1
88e586b0,1
09a83fe0,1
b16ed8ec,1
99ede399,1
ac4fee9e,1
24072f4a,1
56d3e5e1,1
6fa851df,1
da2e36de,1
cee809bd,1
947f5d22,1
e063b7c5,1
07c632ed,1
e8ff9b78,1
4e34cfe0,1
db39211d,1
655ffeee,1
6e6bcb87,1
0bef46f8,1
70ce6258,1
7203dc88,1
3f1e48de,1
82e6d5cd,1
e6f8ce00,1
0c052ace,1
47def0a3,1
5a3c194c,1
7ea541aa,1
96bee1ca,1
85c9f43e,1
ebae3f65,1
87da1f9f,1
b97801a5,1
7e1162f1,1
d3d932de,1
59a4f0a6,1
e39c5112,1
833009f2,1
97f78567,1
588c6744,1
3d378eff,1
b4b32a8a,1
d48cfd0a,1
21e7e0fa,1
ceda89bc,1
2a8588cc,1
2ca98bd8,1
c3707840,1
e2fa9864,1
473cde7d,1
363b2fa9,1
7faaecd0,1
e33315e8,1
1d8badb6,1
33369b33,1
db733845,1
b8317ff7,1
07df5352,1
915945e7,1
52e40f1d,1
62ea3de1,1
f8aff47e,1
c7ecba0c,1
6702fe3a,1
904d4faf,1
316a3620,1
9dd40e10,1
1d468ee4,1
89d8a87d,1
6eaa5927,1
87ae1a2b,1
e8cd38da,1
6677c05b,1
2307cbc2,1
e763d613,1
e7001c50,1
b9306031,1
28768fe0,1
e95b54f1,1
02d7faa8,1
c1042be4,1
f1be6170,1
5bf21fea,1
72974cc3,1
64fee72e,1
996b7a17,1
4b712e47,1
0eb16446,1
2b0301cf,1
cedf0325,1
5454d6a4,1
111c60f7,1
5ae17160,1
f78d0dc2,1
3bcc38eb,1
d5ae74c3,1
957c2b3a,1
c5e0d644,1
602b1ff3,1
d49037bb,1
c1099a72,1
2df9ecff,1
a3a1dc7e,1
6f29aef0,1
ca70ce0f,1
54853e6f,1
64181025,1
3112e324,1
8a8d7e7f,1
8828301c,1
6b56d8c8,1
0325cbe7,1
e6884a14,1
d3aaa200,1
e7434118,1
3fd5ba00,1
42a440eb,1
39d4a697,1
7b0e45ee,1
2258deb8,1
58e2ef6e,1
23f9fa44,1
34c4fd76,1
8bbced0f,1
55ec5226,1
d4c351b9,1
c0578851,1
1a9bc965,1
8550f825,1
c2e7c752,1
9d28d480,1
0dfaa8d4,1
929c038c,1
7d0fac7c,1
bb5c612b,1
43333f62,1
a33c27dd,1
062f3ca8,1
a3711572,1
cdfded09,1
5dbae990,1
77f0cc8e,1
5a362809,1
7b724854,1
beef0c93,1
6b723403,1
88182d37,1
15bade0d,1
a2182a11,1
e2290d0a,1
c5ae4412,1
8e5dd4f8,1
ae0f4f7f,1
60ba8b45,1
5a87bfe2,1
81a9fabe,1
f1081560,1
c3681e22,1
e537de94,1
f1653091,1
5b99f7f9,1
ce8c5236,1
0d006a94,1
fc9ea6d5,1
856db8f6,1
80cdc278,1
140f3eee,1
34aaf8e1,1
21aa738d,1
9a02d701,1
da1aeb19,1
7b3e36c4,1
b7df151e,1
bd68c872,1
df15eb35,1
09c65468,1
45c83bfc,1
5ff5df6e,1
f53b077b,1
7435c84b,1
32ec4f97,1
ef5f6914,1
5304f1d1,1
9934f1e1,1
7f42e8dd,1
14ec7b67,1
70dfe792,1
09caf007,1
6ea73e7f,1
ece3741b,1
1608dcbe,1
317164a1,1
dfa26106,1
c6ff2b55,1
c581ab30,1
ed8f2162,1
170c3437,1
3024d246,1
68e7b167,1
adecddc1,1
50fa2b4f,1
475a2150,1
6f3c5be9,1
9f661a59,1
c830d911,1
299df8a6,1
6c0c6427,1
91c87868,1
22891af8,1
c9d3b0e5,1
c23332c7,1
9496e089,1
735c1952,1
313d2e9a,1
cadaf65c,1
87f77f1c,1
772b34c5,1
b4638450,1
3aa169e5,1
3d5d8765,1
02731edb,1
3c20df4e,1
7dfbceff,1
e0e28ece,1
fae3a658,1
8975d85d,1
49848ba8,1
e64921a3,1
c5a37c0e,1
de0264e5,1
44443e2b,1
a50d23a9,1
aa703bd8,1
5d74f923,1
824e5077,1
d7c6091a,1
29c07a0a,1
58c5db11,1
57186700,1
6060c5c9,1
1c03b111,1
10a171f9,1
4dd9abed,1
8594edb2,1
b4787c42,1
fdb95daf,1
e80426e4,1
811a08b3,1
89e860ce,1
55320b08,1
9728f278,1
6e559348,1
2152cc40,1
96a1c6d2,1
f7486220,1
6e34e164,1
b71b68c3,1
11d7280d,1
4f10be90,1
db5fbcbf,1
aa05669b,1
00f3c200,1
1f3e84d0,1
4360ecf2,1
fbfde74d,1
b887d4cd,1
549b531c,1
88dc0273,1
de7eb8bc,1
c726c2ba,1
3cde7d93,1
2f278dc7,1
ee47fc09,1
2cc81b19,1
4226250c,1
e7b70d62,1
a6bfe463,1
b4c5a268,1
ead68c24,1
c1e5eeef,1
fc251491,1
d468a4f8,1
5566ec45,1
1bf7877b,1
0d3c3553,1
bc0f3cb5,1
cbeb2f89,1
9edccf9f,1
d65f302e,1
900445b9,1
10fdaae4,1
3735270c,1
500fda8a,1
224e58b9,1
e1173cfb,1
12d6f347,1
ca157645,1
92eb97eb,1
782188d7,1
13f21546,1
fdce0d82,1
dce8c520,1
b4dfca34,1
95f4ccad,1
90c066ed,1
37f36903,1
4143430d,1
221dadec,1
31f039f2,1
f4fbeac5,1
1727c96d,1
b9909b09,1
b53345dd,1
21097902,1
dfda324b,1
5e7bcb09,1
89eece1b,1
e5cbf469,1
dccf0a84,1
6f5355f9,1
f44111aa,1
7f64634e,1
34df305d,1
24399b17,1
af640f5f,1
564813f5,1
7dcbd55c,1
2573046b,1
3b9be43a,1
259742d8,1
c313d105,1
fd4908fe,1
3706daa1,1
da849d1a,1
7e9341f3,1
6b691e36,1
fab8dbf9,1
16ce2042,1
20571900,1
1782f5fa,1
74095522,1
1ec36264,1
29665b02,1
db27f27a,1
c1231a83,1
43dc9cff,1
7008f341,1
82b70dec,1
b6718983,1
2f162f5e,1
f1e035ee,1
6fe3426f,1
fb3ebfb9,1
650bbadb,1
7042efac,1
8a300ee9,1
be7203b6,1
8a2116fd,1
108c8394,1
f6f27926,1
e7d251a7,1
4124da70,1
30f1a4b9,1
9e705cb7,1
9cf01cb5,1
1be03148,1
3dffe3ee,1
8a2aab5d,1
497e5a11,1
7f263dd6,1
09e7de7c,1
cc265f35,1
f29f1861,1
5a5ceac8,1
75760b94,1
cc4d719d,1
2928bdfe,1
b21f327b,1
a05f8d9e,1
0ef03e5e,1
b2bea6cb,1
1a5cf84d,1
0d4d305c,1
1211d535,1
cda6571e,1
bcc145af,1
7611b580,1
2906e838,1
db2e5ec7,1
5157279d,1
32604178,1
d3975297,1
b90fe69a,1
4463fc3f,1
0b18e4bf,1
0e3fc101,1
ce627808,1
89d4f4e8,1
cf68395c,1
e2052cf8,1
a327a70a,1
bb0bd7a1,1
a7c298b4,1
deb97f0d,1
41c66f43,1
6ec1eca7,1
5a24e3c4,1
0d92a6a6,1
36f3c7f4,1
55bdd1af,1
647e8d5b,1
13ec9f74,1
f995b3f4,1
9774e478,1
f2f4608a,1
772410aa,1
1bd3737b,1
56261198,1
c15c8cde,1
786d4be0,1
bf81d21f,1
c99c572a,1
b7952485,1
d9a5f5ec,1
b9a81a1f,1
efa3d61f,1
55fbcb08,1
8eaa2c48,1
07b8032c,1
78a40851,1
534071b4,1
4b9fc141,1
43381aa1,1
d0ea860f,1
73f5d1f7,1
e3f21215,1
03483c26,1
9ca05cea,1
13e6d81c,1
174a56ef,1
ec134df7,1
4246acd6,1
fc331252,1
380ba768,1
83daf359,1
6ae48644,1
e7b438b2,1
2a549d1e,1
bc1d3606,1
3fccca0a,1
9ed42324,1
87973537,1
49f3a91f,1
745b9d7e,1
e0c76069,1
6ae4b9de,1
917fdafc,1
94e095d7,1
9abaff4e,1
0ded3b7e,1
ce09374a,1
46952f68,1
b21714f7,1
9f42246a,1
787718fc,1
5c0b9fc0,1
1fb4bf14,1
ef453ab9,1
9e0cfc94,1
f2148bdc,1
e5a984ec,1
45d2af84,1
c7c38558,1
29370d9c,1
0e7b3b92,1
5eab4944,1
7ba7fc65,1
ae62ed7a,1
48058e23,1
221b6b7f,1
f1409ab5,1
ec09be30,1
b3bfe7b2,1
520e7adb,1
b2c3ee5d,1
88a2411c,1
21c599a4,1
dca04cf2,1
b55db490,1
c870c930,1
59eb341d,1
402d6678,1
58118ad5,1
243592db,1
30140676,1
c2e0a130,1
56b45230,1
034e478f,1
b870b4e5,1
a0986924,1
20af8138,1
0b25f5b0,1
6e96dcbd,1
ff514d19,1
66a6647a,1
8e502c63,1
36014654,1
5548df89,1
542af5bb,1
80529ef0,1
27044db9,1
109e6f47,1
193644b1,1
d821a174,1
b3f91591,1
74f12a14,1
a1643f31,1
a0bb575a,1
96435c45,1
d4c4d6e3,1
49ec48ee,1
da908f41,1
1aecaf78,1
78f751db,1
ffacfbf7,1
507508a9,1
08a98724,1
2634f1a4,1
4249dd51,1
479f3a7d,1
93427ac7,1
645a0d43,1
2876189a,1
3f46a297,1
fdb15ee0,1
0c090919,1
af04bf82,1
28e710fc,1
900d688b,1
44f4d45f,1
1d31e7d4,1
7f25f8ca,1
99c4c594,1
19302fb9,1
ace2cebf,1
64aeaa00,1
d2562a87,1
4890ce6a,1
5add4dd4,1
5380c8c0,1
4621114e,1
b7cdb719,1
57229cfb,1
b0a224dc,1
b8a17144,1
1d7b28a2,1
d2e0eb7d,1
466d0f7e,1
5698f6f8,1
6f0a849e,1
0446c7a4,1
3585303b,1
1dc199b2,1
e06dcf16,1
06c82e6c,1
d804c0fc,1
5c57336c,1
72390b95,1
0f382e6e,1
d392a858,1
deced209,1
7b9c8f93,1
584e72b0,1
83fd3aa5,1
635f8d9b,1
aba98c21,1
228a53dc,1
37d205c1,1
bf1409ab,1
60128948,1
919c4a9a,1
5af0d906,1
9da8df97,1
09f3c05e,1
640ba45e,1
8db25a9b,1
69908117,1
a9cf7ac9,1
21a62487,1
055a27d3,1
5dc5d664,1
94921e27,1
7b5295f5,1
2e1f92ea,1
1f89a0c6,1
2a955247,1
d2fc521b,1
b3dde06c,1
ac6417a2,1
c0292f78,1
eacffa92,1
7cb93f7b,1
bc9c53c1,1
7bf96524,1
029a67e5,1
f93f84e6,1
dc45c1ed,1
3357bd10,1
c717c137,1
2688bb00,1
a6ab5f00,1
99f787ca,1
c007ce2c,1
1241b9f8,1
6a70ae38,1
75c31f72,1
57e0d3e8,1
0c69e220,1
7bc7ae23,1
b2a6d05a,1
1556acbf,1
b48b654f,1
0ee4f8ad,1
4b3c85a3,1
28f1dfea,1
814f2e91,1
d5c2aa99,1
775933f7,1
ab43d757,1
25dd37b1,1
e96ad744,1
2c588bd1,1
cf92576e,1
dc50363c,1
6ef91183,1
a938bb71,1
3061f029,1
760d5821,1
bd8bd5b7,1
86ee0626,1
3608c141,1
d673b2f3,1
e288be51,1
2c695528,1
2c999f60,1
570969d7,1
5f3a914a,1
168a7c3b,1
895ec721,1
02bff56a,1
dc20dfe2,1
e24f5f9a,1
afd43346,1
382da4f8,1
b331758f,1
4a2ba31f,1
303b4a65,1
836f11bc,1
d844a226,1
2faccfaf,1
05e2026f,1
d1cfbff0,1
115fb58a,1
b655a293,1
93bc677c,1
dba7daee,1
c7176d65,1
21edfe9f,1
d6a90ad9,1
a054354e,1
5f0ebe98,1
ca6a8b53,1
6b565838,1
fd33d303,1
f06d2a6d,1
fb1b0ac6,1
61991782,1
aa74a173,1
f327ee5a,1
94e70dda,1
fc5c9f64,1
01ae2a89,1
03215ab4,1
9dee5cb4,1
30447468,1
8215143c,1
57d81438,1
4b55d138,1
7782d429,1
1349652a,1
fd966f20,1
97adc2c7,1
dcbd06c7,1
fb787141,1
626bbf5e,1
a7621fc5,1
14dd672e,1
2a7d8437,1
4b2a291c,1
37907f5c,1
ed988b0d,1
84a4441c,1
b678d00e,1
a3f4354e,1
167e9736,1
e35b0cbf,1
83f9dfe9,1
94592e5d,1
ede9632b,1
1b765233,1
4cd8ca07,1
f7ce7564,1
0b6175a1,1
2a622643,1
9a827115,1
34ef3f47,1
65fb2ab9,1
1159e2ad,1
7ba5d51a,1
0d08406c,1
469c2525,1
bfc026b8,1
abfb8144,1
4ac38249,1
2ba988f7,1
a8f6c5a3,1
47e565b2,1
b805b177,1
bddca70c,1
41de2bf7,1
4eb92fe9,1
d9bf332a,1
074b1d75,1
fe1b2bb6,1
cac3d537,1
a794842c,1
1acec006,1
2a909562,1
4e22844f,1
2982226e,1
01b1d2d0,1
29e911bf,1
5bb13987,1
dd130cf7,1
c6cffd90,1
b078a80d,1
d8439bf4,1
5bab1764,1
53b6b266,1
6ef7090c,1
752ef108,1
19d332f4,1
058e6fd7,1
a0548243,1
d3c903ea,1
9b25fe41,1
f44d433d,1
ba6bb95a,1
d2342a30,1
291a4bc1,1
ee91183b,1
d7862bd3,1
3bf98790,1
c1a20b17,1
496dd975,1
2879d4fe,1
e4424244,1
7365f26f,1
89c41b64,1
441bf67f,1
c7629ca5,1
e87a5965,1
bf519258,1
5aadc2e9,1
debc7639,1
1bcd4c64,1
c6c51100,1
e49b7968,1
bf52e138,1
fa7b443a,1
36e7346c,1
1d01ebb3,1
54d7373a,1
3cdf61f5,1
3a60809c,1
793e3533,1
28bfc63a,1
6bc7abad,1
b155c1e8,1
45c4f837,1
b58db494,1
33c7913b,1
1d17715a,1
a6a47c8d,1
2770520b,1
2b9d3be3,1
1c685187,1
56c0e066,1
113ddaa7,1
9870b613,1
30a5253d,1
ce831efd,1
bf8dac41,1
9a419985,1
41e45b75,1
d9ceaa8f,1
45346bec,1
094ea377,1
073f6b05,1
b2300d6e,1
e6d00f22,1
1a391f22,1
9aee496e,1
ded16e6c,1
25b87f1f,1
38d09552,1
dbd647bc,1
5acd55be,1
2a84183c,1
f01e6667,1
e513e8df,1
5b181c23,1
477f9d3c,1
5d130740,1
3e5c86e4,1
1acb5cb1,1
8354f6e5,1
43dba57e,1
1b66e260,1
4fcd3a49,1
a4696514,1
67fff4f7,1
33e8a9f3,1
8877bb02,1
1755984c,1
b48f3ee8,1
86adf26f,1
53a66d1e,1
b12ac320,1
6aa483ea,1
38f100f0,1
d198eaf7,1
96630e2e,1
d32243e1,1
b9dee1a5,1
999a6be8,1
265d46d7,1
f0366848,1
e0d2468c,1
3b82fdcf,1
de336e00,1
5da48a2d,1
674c8931,1
2b3cf547,1
64b19545,1
bb44e503,1
8b9c4af2,1
096f0fb0,1
7b778652,1
a3e2aebf,1
9ba3a979,1
5dd395b7,1
981f06dc,1
2f366286,1
bb9e8eb7,1
da9c252f,1
a3893be6,1
5b257372,1
0389fba6,1
808c3a5f,1
4f7babd9,1
f453abdb,1
5ac9acd8,1
d0658edf,1
274c02d5,1
58a6f874,1
c6dc9223,1
67fd26c4,1
bc66ddf8,1
667ee6d1,1
083551ca,1
af40f000,1
7d2a4040,1
e5356ff7,1
824656e5,1
66b79b8a,1
19422b05,1
b627344a,1
74e79491,1
a638dacc,1
2f9c8e30,1
ce93f8f1,1
928d7d80,1
c2e4c5e4,1
2cd6f849,1
a1512e71,1
14530138,1
8b16a41f,1
e0ca4ecb,1
0e40db01,1
9a2961e3,1
10848b4a,1
0be9e41b,1
d6b08236,1
8580578a,1
f713ced1,1
578090ae,1
f342f442,1
41dfbe8e,1
6579a9d4,1
77404b2b,1
868b5ab2,1
3803c255,1
61353c51,1
7f7dbee1,1
ada80c1f,1
cc3c8820,1
800c9623,1
8869a50f,1
780a9480,1
8ec97691,1
7034cda5,1
e80d6880,1
dac08d41,1
ab175aff,1
7708e03a,1
7a6d5dc4,1
1c24122d,1
39fbd4bd,1
7a56c1b5,1
0cb79dd9,1
e33f4df3,1
0dee8b3e,1
4c79b58e,1
d1f5bea6,1
54f25b36,1
69cde067,1
802d352a,1
494291b3,1
b2433835,1
fc8323a3,1
692791fc,1
1e9fb054,1
16c423e7,1
8c38f0a6,1
d897577a,1
1a85f722,1
d951b77b,1
11c6c215,1
cecfcf43,1
ce808668,1
5b4ea2d8,1
ebed19fb,1
d47b5ac3,1
379b629d,1
a11f3cf9,1
783e22b9,1
34b7f3c3,1
434aa270,1
2376c1dc,1
d9fb7261,1
395ee77f,1
